"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20210331","S08000019",,"New Outpatient","Z9","d",15309,,15711,,13404,,1,,2,,625,,1679,
"20220331","S08000019",,"New Outpatient","Z9","d",19244,,20201,,17680,,3,,2,,662,,1854,
"20121231","S08000019",,"New Outpatient","Z9","d",20483,,20748,,16354,,1685,,436,,2082,,191,
"20131231","S08000019",,"New Outpatient","Z9","d",21436,,22831,,17848,,1942,,855,,1992,,194,
"20141231","S08000019",,"New Outpatient","Z9","d",22117,,21400,,16701,,1695,,535,,2140,,329,
"20151231","S08000019",,"New Outpatient","Z9","d",21653,,21347,,16844,,1749,,407,,2043,,304,
"20161231","S08000019",,"New Outpatient","Z9","d",20940,,21536,,16499,,1818,,437,,2578,,204,
"20171231","S08000019",,"New Outpatient","Z9","d",21828,,22691,,17604,,1728,,489,,2682,,188,
"20181231","S08000019",,"New Outpatient","Z9","d",22828,,24271,,19030,,1732,,566,,2786,,157,
"20191231","S08000019",,"New Outpatient","Z9","d",20181,,22155,,18923,,9,,2,,755,,2466,
"20201231","S08000019",,"New Outpatient","Z9","d",15973,,14972,,12660,,1,,11,,751,,1549,
"20211231","S08000019",,"New Outpatient","Z9","d",19055,,19968,,17129,,5,,4,,725,,2105,
"20221231","S08000019",,"New Outpatient","Z9","d",19363,,18615,,16123,,9,,158,,2097,,228,
"20130630","S08000020",,"New Outpatient","Z9","d",38116,,36556,,29854,,1582,,382,,2709,,2029,
"20140630","S08000020",,"New Outpatient","Z9","d",37535,,36329,,29373,,2511,,323,,2442,,1680,
"20150630","S08000020",,"New Outpatient","Z9","d",41877,,40606,,30585,,2772,,479,,3198,,3572,
"20160630","S08000020",,"New Outpatient","Z9","d",43377,,39870,,30090,,2699,,421,,2791,,3869,
"20170630","S08000020",,"New Outpatient","Z9","d",41273,,36740,,27071,,2512,,441,,2709,,4007,
"20180630","S08000020",,"New Outpatient","Z9","d",43142,,41393,,30006,,2289,,258,,4131,,4709,
"20190630","S08000020",,"New Outpatient","Z9","d",47331,,47572,,30989,,10481,,185,,3803,,2114,
"20200630","S08000020",,"New Outpatient","Z9","d",24846,,25719,,14276,,8145,,44,,2153,,1101,
"20210630","S08000020",,"New Outpatient","Z9","d",46652,,44198,,26065,,12233,,156,,3822,,1922,
"20220630","S08000020",,"New Outpatient","Z9","d",49369,,48139,,28177,,13179,,220,,4282,,2281,
"20130930","S08000020",,"New Outpatient","Z9","d",36080,,34838,,28207,,2401,,349,,2032,,1849,
"20140930","S08000020",,"New Outpatient","Z9","d",35341,,33014,,26320,,2562,,317,,2318,,1497,
"20150930","S08000020",,"New Outpatient","Z9","d",39388,,39069,,29315,,2977,,407,,2972,,3398,
"20160930","S08000020",,"New Outpatient","Z9","d",40804,,38371,,28446,,2944,,341,,2625,,4015,
"20170930","S08000020",,"New Outpatient","Z9","d",40227,,37311,,26468,,2586,,294,,3412,,4551,
"20180930","S08000020",,"New Outpatient","Z9","d",43707,,42936,,28193,,8956,,146,,3664,,1977,
"20190930","S08000020",,"New Outpatient","Z9","d",45813,,48817,,32819,,10439,,173,,3477,,1909,
"20200930","S08000020",,"New Outpatient","Z9","d",34903,,31456,,17542,,9774,,98,,2984,,1058,
"20210930","S08000020",,"New Outpatient","Z9","d",45999,,44104,,25691,,12542,,130,,4091,,1650,
"20220930","S08000020",,"New Outpatient","Z9","d",48981,,46356,,27849,,12686,,163,,3903,,1755,
"20130331","S08000020",,"New Outpatient","Z9","d",35296,,34887,,28454,,1541,,361,,2507,,2024,
"20140331","S08000020",,"New Outpatient","Z9","d",35945,,35845,,29067,,2461,,337,,2191,,1789,
"20150331","S08000020",,"New Outpatient","Z9","d",38770,,39337,,30075,,2887,,411,,2716,,3248,
"20160331","S08000020",,"New Outpatient","Z9","d",40894,,40096,,30819,,2633,,441,,2830,,3373,
"20170331","S08000020",,"New Outpatient","Z9","d",41042,,40779,,30942,,2674,,379,,2844,,3940,
"20180331","S08000020",,"New Outpatient","Z9","d",40159,,41720,,30582,,2385,,293,,3704,,4756,
"20190331","S08000020",,"New Outpatient","Z9","d",46159,,47141,,31043,,10055,,182,,3799,,2062,
"20200331","S08000020",,"New Outpatient","Z9","d",42977,,46731,,30598,,10921,,195,,3302,,1715,
"20210331","S08000020",,"New Outpatient","Z9","d",39300,,37358,,21882,,11017,,76,,3011,,1372,
"20220331","S08000020",,"New Outpatient","Z9","d",45490,,44260,,26677,,12421,,196,,3373,,1593,
"20121231","S08000020",,"New Outpatient","Z9","d",35083,,35720,,29032,,1544,,279,,2570,,2295,
"20131231","S08000020",,"New Outpatient","Z9","d",36458,,36186,,29558,,2450,,279,,1910,,1989,
"20141231","S08000020",,"New Outpatient","Z9","d",38603,,39151,,30280,,3001,,486,,2716,,2668,
"20151231","S08000020",,"New Outpatient","Z9","d",38977,,43136,,32918,,3390,,372,,3019,,3437,
"20161231","S08000020",,"New Outpatient","Z9","d",40423,,41682,,31193,,3167,,382,,2851,,4089,
"20171231","S08000020",,"New Outpatient","Z9","d",39050,,41824,,30394,,2785,,284,,3749,,4612,
"20181231","S08000020",,"New Outpatient","Z9","d",45214,,46403,,30453,,10147,,170,,3600,,2033,
"20191231","S08000020",,"New Outpatient","Z9","d",46053,,49097,,32623,,10982,,193,,3543,,1756,
"20201231","S08000020",,"New Outpatient","Z9","d",41092,,38276,,21935,,11728,,92,,3185,,1336,
"20211231","S08000020",,"New Outpatient","Z9","d",45821,,45226,,26894,,12839,,167,,3840,,1486,
"20221231","S08000020",,"New Outpatient","Z9","d",48651,,50157,,30037,,14235,,182,,3994,,1709,
"20130630","S08000031",,"New Outpatient","Z9","d",116885,,106450,,86679,,7283,,1162,,5209,,6117,
"20140630","S08000031",,"New Outpatient","Z9","d",127407,,122638,,103397,,9477,,620,,5181,,3963,
"20150630","S08000031",,"New Outpatient","Z9","d",124257,,118266,,99650,,8624,,724,,5100,,4168,
"20160630","S08000031",,"New Outpatient","Z9","d",130676,,120906,,101064,,8988,,1021,,5765,,4068,
"20170630","S08000031",,"New Outpatient","Z9","d",117857,,109046,,91620,,7214,,847,,5278,,4087,
"20180630","S08000031",,"New Outpatient","Z9","d",121471,,119585,,100976,,6730,,362,,7441,,4076,
"20190630","S08000031",,"New Outpatient","Z9","d",115751,,111935,,94112,,5775,,443,,7504,,4101,
"20200630","S08000031",,"New Outpatient","Z9","d",43951,,40598,,32550,,1631,,145,,3308,,2964,
"20210630","S08000031",,"New Outpatient","Z9","d",105082,,87259,,70731,,5458,,290,,5272,,5508,
"20220630","S08000031",,"New Outpatient","Z9","d",105517,,96888,,79664,,4343,,172,,7493,,5216,
"20130930","S08000031",,"New Outpatient","Z9","d",117135,,112849,,93677,,9132,,691,,4711,,4638,
"20140930","S08000031",,"New Outpatient","Z9","d",121770,,124163,,104184,,9515,,551,,5890,,4023,
"20150930","S08000031",,"New Outpatient","Z9","d",122299,,120708,,101209,,8955,,787,,5720,,4037,
"20160930","S08000031",,"New Outpatient","Z9","d",123612,,120897,,100361,,9058,,957,,6275,,4246,
"20170930","S08000031",,"New Outpatient","Z9","d",114655,,114061,,94366,,8333,,451,,6297,,4614,
"20180930","S08000031",,"New Outpatient","Z9","d",114089,,114321,,95987,,6128,,270,,8059,,3877,
"20190930","S08000031",,"New Outpatient","Z9","d",113605,,114222,,96008,,5820,,381,,8056,,3957,
"20200930","S08000031",,"New Outpatient","Z9","d",76616,,62958,,50471,,2957,,214,,4532,,4784,
"20210930","S08000031",,"New Outpatient","Z9","d",102484,,92810,,74141,,5851,,250,,6986,,5582,
"20220930","S08000031",,"New Outpatient","Z9","d",107840,,101684,,82949,,4590,,134,,8853,,5158,
"20130331","S08000031",,"New Outpatient","Z9","d",108775,,107437,,85500,,8475,,1469,,5412,,6581,
"20140331","S08000031",,"New Outpatient","Z9","d",123948,,120792,,102219,,9108,,562,,4845,,4058,
"20150331","S08000031",,"New Outpatient","Z9","d",120909,,120138,,101948,,8617,,561,,5123,,3889,
"20160331","S08000031",,"New Outpatient","Z9","d",123235,,123131,,104130,,8678,,623,,5752,,3948,
"20170331","S08000031",,"New Outpatient","Z9","d",122302,,120998,,102039,,7659,,1044,,6343,,3913,
"20180331","S08000031",,"New Outpatient","Z9","d",114340,,115730,,96860,,7593,,362,,6690,,4225,
"20190331","S08000031",,"New Outpatient","Z9","d",115197,,117012,,99164,,5605,,430,,8028,,3785,
"20200331","S08000031",,"New Outpatient","Z9","d",101332,,104816,,87788,,5473,,291,,7073,,4191,
"20210331","S08000031",,"New Outpatient","Z9","d",87581,,87104,,71435,,5821,,283,,5102,,4463,
"20220331","S08000031",,"New Outpatient","Z9","d",101567,,100657,,83330,,4799,,170,,7191,,5167,
"20121231","S08000031",,"New Outpatient","Z9","d",111870,,114698,,89834,,9958,,1030,,4950,,8926,
"20131231","S08000031",,"New Outpatient","Z9","d",120744,,122663,,102082,,9859,,943,,4979,,4800,
"20141231","S08000031",,"New Outpatient","Z9","d",119830,,122128,,102772,,9664,,568,,5199,,3925,
"20151231","S08000031",,"New Outpatient","Z9","d",121274,,123524,,103791,,9692,,593,,5469,,3979,
"20161231","S08000031",,"New Outpatient","Z9","d",116671,,119665,,99996,,8756,,880,,6097,,3936,
"20171231","S08000031",,"New Outpatient","Z9","d",112750,,117868,,98540,,7789,,416,,7218,,3905,
"20181231","S08000031",,"New Outpatient","Z9","d",112111,,117373,,99001,,6199,,328,,8053,,3792,
"20191231","S08000031",,"New Outpatient","Z9","d",110318,,116422,,98403,,6058,,241,,7845,,3875,
"20201231","S08000031",,"New Outpatient","Z9","d",85499,,79984,,63198,,5840,,380,,5357,,5209,
"20211231","S08000031",,"New Outpatient","Z9","d",100188,,97881,,78605,,6430,,238,,7530,,5078,
"20221231","S08000031",,"New Outpatient","Z9","d",104288,,102329,,83127,,4857,,172,,8913,,5260,
"20130630","S08000022",,"New Outpatient","Z9","d",19771,,19001,,16670,,1133,,163,,504,,531,
"20140630","S08000022",,"New Outpatient","Z9","d",16002,,14406,,13060,,970,,173,,21,,182,
"20150630","S08000022",,"New Outpatient","Z9","d",18364,,17543,,15583,,1037,,328,,293,,302,
"20160630","S08000022",,"New Outpatient","Z9","d",18665,,17811,,16281,,782,,244,,282,,222,
"20170630","S08000022",,"New Outpatient","Z9","d",18461,,19053,,17084,,1102,,278,,340,,249,
"20180630","S08000022",,"New Outpatient","Z9","d",19493,,19318,,17319,,744,,303,,836,,116,
"20190630","S08000022",,"New Outpatient","Z9","d",19379,,17381,,15547,,692,,35,,925,,182,
"20200630","S08000022",,"New Outpatient","Z9","d",6321,,6931,,5938,,436,,40,,401,,116,
"20210630","S08000022",,"New Outpatient","Z9","d",15388,,13557,,11940,,550,,72,,845,,150,
"20220630","S08000022",,"New Outpatient","Z9","d",15828,,13242,,11505,,389,,105,,983,,260,
"20130930","S08000022",,"New Outpatient","Z9","d",18973,,18844,,16570,,1113,,160,,502,,499,
"20140930","S08000022",,"New Outpatient","Z9","d",16009,,14366,,12747,,1183,,200,,18,,218,
"20150930","S08000022",,"New Outpatient","Z9","d",18224,,17894,,16052,,879,,305,,313,,345,
"20160930","S08000022",,"New Outpatient","Z9","d",18109,,16663,,14953,,760,,275,,352,,323,
"20170930","S08000022",,"New Outpatient","Z9","d",17841,,18785,,16574,,984,,126,,883,,218,
"20180930","S08000022",,"New Outpatient","Z9","d",18022,,17564,,15932,,652,,80,,823,,77,
"20190930","S08000022",,"New Outpatient","Z9","d",18700,,18917,,16849,,796,,68,,1031,,173,
"20200930","S08000022",,"New Outpatient","Z9","d",12220,,10030,,8577,,476,,54,,756,,167,
"20210930","S08000022",,"New Outpatient","Z9","d",14449,,12477,,10916,,462,,69,,866,,164,
"20220930","S08000022",,"New Outpatient","Z9","d",16106,,15559,,13188,,520,,160,,1405,,286,
"20130331","S08000022",,"New Outpatient","Z9","d",18427,,17607,,15514,,1054,,140,,436,,463,
"20140331","S08000022",,"New Outpatient","Z9","d",16280,,17644,,15842,,1002,,138,,347,,315,
"20150331","S08000022",,"New Outpatient","Z9","d",17183,,17029,,14954,,1373,,150,,297,,255,
"20160331","S08000022",,"New Outpatient","Z9","d",17701,,17188,,15370,,759,,238,,299,,522,
"20170331","S08000022",,"New Outpatient","Z9","d",18190,,19253,,17445,,980,,233,,361,,234,
"20180331","S08000022",,"New Outpatient","Z9","d",18257,,18781,,16503,,885,,258,,942,,193,
"20190331","S08000022",,"New Outpatient","Z9","d",18201,,19090,,17184,,810,,49,,895,,152,
"20200331","S08000022",,"New Outpatient","Z9","d",14672,,15809,,14007,,706,,51,,882,,163,
"20210331","S08000022",,"New Outpatient","Z9","d",12343,,11569,,10171,,433,,49,,750,,166,
"20220331","S08000022",,"New Outpatient","Z9","d",14326,,14455,,12705,,468,,76,,1026,,180,
"20121231","S08000022",,"New Outpatient","Z9","d",17634,,17701,,15523,,1137,,203,,438,,400,
"20131231","S08000022",,"New Outpatient","Z9","d",17955,,18243,,15843,,1291,,139,,526,,444,
"20141231","S08000022",,"New Outpatient","Z9","d",16894,,16161,,14260,,1394,,146,,143,,218,
"20151231","S08000022",,"New Outpatient","Z9","d",17134,,17572,,15905,,833,,251,,319,,264,
"20161231","S08000022",,"New Outpatient","Z9","d",17156,,17626,,15952,,809,,295,,307,,263,
"20171231","S08000022",,"New Outpatient","Z9","d",17298,,18530,,16383,,966,,126,,835,,220,
"20181231","S08000022",,"New Outpatient","Z9","d",18324,,18710,,16929,,803,,51,,810,,117,
"20191231","S08000022",,"New Outpatient","Z9","d",16754,,18364,,16339,,743,,98,,1019,,165,
"20201231","S08000022",,"New Outpatient","Z9","d",12959,,11915,,10347,,476,,163,,780,,149,
"20211231","S08000022",,"New Outpatient","Z9","d",13977,,14094,,12311,,580,,64,,957,,182,
"20221231","S08000022",,"New Outpatient","Z9","d",15769,,15953,,13522,,528,,99,,1512,,292,
"20130630","S08000032",,"New Outpatient","Z9","d",39710,,37389,,32692,,2377,,43,,1411,,866,
"20140630","S08000032",,"New Outpatient","Z9","d",40475,,39646,,34327,,2807,,120,,1435,,957,
"20150630","S08000032",,"New Outpatient","Z9","d",39667,,37563,,32356,,2707,,90,,1339,,1071,
"20160630","S08000032",,"New Outpatient","Z9","d",41214,,37893,,32794,,2597,,108,,1428,,966,
"20170630","S08000032",,"New Outpatient","Z9","d",38645,,34886,,29905,,2329,,103,,1348,,1201,
"20180630","S08000032",,"New Outpatient","Z9","d",40842,,38183,,33012,,2415,,55,,1323,,1378,
"20190630","S08000032",,"New Outpatient","Z9","d",43130,,41885,,36141,,2199,,51,,1554,,1940,
"20200630","S08000032",,"New Outpatient","Z9","d",12584,,10670,,7876,,810,,36,,1208,,740,
"20210630","S08000032",,"New Outpatient","Z9","d",36265,,30630,,24890,,1767,,635,,1856,,1482,
"20220630","S08000032",,"New Outpatient","Z9","d",37374,,31715,,25280,,2184,,523,,2144,,1584,
"20130930","S08000032",,"New Outpatient","Z9","d",38376,,38217,,33011,,2727,,66,,1593,,820,
"20140930","S08000032",,"New Outpatient","Z9","d",39587,,39555,,33899,,3076,,100,,1450,,1030,
"20150930","S08000032",,"New Outpatient","Z9","d",39079,,38383,,32888,,2863,,93,,1526,,1013,
"20160930","S08000032",,"New Outpatient","Z9","d",38280,,36352,,31217,,2319,,97,,1544,,1175,
"20170930","S08000032",,"New Outpatient","Z9","d",36948,,37187,,31795,,2408,,75,,1597,,1312,
"20180930","S08000032",,"New Outpatient","Z9","d",37944,,38958,,33760,,2392,,86,,1653,,1067,
"20190930","S08000032",,"New Outpatient","Z9","d",40370,,41601,,36126,,2635,,75,,1736,,1029,
"20200930","S08000032",,"New Outpatient","Z9","d",24789,,17742,,13097,,644,,226,,2636,,1139,
"20210930","S08000032",,"New Outpatient","Z9","d",34899,,33368,,26967,,2318,,718,,1761,,1604,
"20220930","S08000032",,"New Outpatient","Z9","d",38021,,33903,,26971,,2296,,620,,1781,,2235,
"20130331","S08000032",,"New Outpatient","Z9","d",36479,,36398,,31579,,2401,,88,,1521,,809,
"20140331","S08000032",,"New Outpatient","Z9","d",40071,,38675,,33853,,2485,,79,,1438,,820,
"20150331","S08000032",,"New Outpatient","Z9","d",39119,,38978,,33520,,2843,,71,,1507,,1037,
"20160331","S08000032",,"New Outpatient","Z9","d",39284,,41049,,35618,,2859,,77,,1549,,946,
"20170331","S08000032",,"New Outpatient","Z9","d",39128,,41689,,35730,,2776,,88,,1900,,1195,
"20180331","S08000032",,"New Outpatient","Z9","d",38310,,39474,,33620,,2712,,67,,1668,,1407,
"20190331","S08000032",,"New Outpatient","Z9","d",39946,,41687,,36274,,2373,,55,,1718,,1267,
"20200331","S08000032",,"New Outpatient","Z9","d",33698,,33702,,29057,,1939,,67,,1447,,1192,
"20210331","S08000032",,"New Outpatient","Z9","d",30272,,29071,,24201,,1530,,392,,1546,,1402,
"20220331","S08000032",,"New Outpatient","Z9","d",36145,,33259,,26928,,2050,,463,,2199,,1619,
"20121231","S08000032",,"New Outpatient","Z9","d",36651,,38732,,33484,,2841,,73,,1464,,870,
"20131231","S08000032",,"New Outpatient","Z9","d",37557,,38481,,33329,,2798,,73,,1465,,816,
"20141231","S08000032",,"New Outpatient","Z9","d",39075,,39695,,34118,,3147,,72,,1391,,967,
"20151231","S08000032",,"New Outpatient","Z9","d",38883,,40475,,34776,,2926,,165,,1512,,1096,
"20161231","S08000032",,"New Outpatient","Z9","d",37338,,36089,,30918,,2308,,87,,1560,,1216,
"20171231","S08000032",,"New Outpatient","Z9","d",37442,,42065,,35730,,3192,,71,,1727,,1345,
"20181231","S08000032",,"New Outpatient","Z9","d",37289,,39857,,34752,,2389,,69,,1628,,1019,
"20191231","S08000032",,"New Outpatient","Z9","d",36655,,39818,,34762,,2389,,74,,1579,,1014,
"20201231","S08000032",,"New Outpatient","Z9","d",28773,,29316,,23626,,1829,,660,,1704,,1497,
"20211231","S08000032",,"New Outpatient","Z9","d",34237,,35017,,28725,,2451,,497,,1590,,1754,
"20221231","S08000032",,"New Outpatient","Z9","d",35994,,33699,,27749,,2073,,454,,1714,,1709,
"20130630","S08000024",,"New Outpatient","Z9","d",78886,,76884,,61194,,10292,,680,,2509,,2209,
"20140630","S08000024",,"New Outpatient","Z9","d",80051,,78522,,62734,,11006,,670,,2643,,1469,
"20150630","S08000024",,"New Outpatient","Z9","d",81777,,75883,,59805,,11252,,793,,2647,,1386,
"20160630","S08000024",,"New Outpatient","Z9","d",85599,,80043,,61277,,12243,,1271,,3085,,2167,
"20170630","S08000024",,"New Outpatient","Z9","d",84316,,78734,,59063,,10576,,2360,,3329,,3406,
"20180630","S08000024",,"New Outpatient","Z9","d",88646,,84049,,61307,,10660,,3604,,3830,,4648,
"20190630","S08000024",,"New Outpatient","Z9","d",86941,,88130,,63576,,9029,,4074,,4367,,7084,
"20200630","S08000024",,"New Outpatient","Z9","d",35683,,37461,,27210,,2574,,574,,1717,,5386,
"20210630","S08000024",,"New Outpatient","Z9","d",76154,,69708,,51532,,5348,,697,,3266,,8865,
"20220630","S08000024",,"New Outpatient","Z9","d",74523,,70720,,53975,,6523,,714,,3185,,6323,
"20130930","S08000024",,"New Outpatient","Z9","d",76672,,76251,,60982,,10299,,654,,2461,,1855,
"20140930","S08000024",,"New Outpatient","Z9","d",78442,,78688,,62673,,11284,,672,,2722,,1337,
"20150930","S08000024",,"New Outpatient","Z9","d",80569,,79171,,61371,,12442,,795,,3052,,1511,
"20160930","S08000024",,"New Outpatient","Z9","d",80510,,75629,,58023,,11384,,1111,,3079,,2032,
"20170930","S08000024",,"New Outpatient","Z9","d",81109,,76999,,56608,,9433,,2910,,3871,,4177,
"20180930","S08000024",,"New Outpatient","Z9","d",82223,,81531,,59714,,10230,,3677,,3838,,4072,
"20190930","S08000024",,"New Outpatient","Z9","d",88068,,87287,,62797,,8716,,4174,,4071,,7529,
"20200930","S08000024",,"New Outpatient","Z9","d",59225,,51882,,37638,,3599,,1073,,2531,,7041,
"20210930","S08000024",,"New Outpatient","Z9","d",73160,,70867,,52700,,6335,,573,,3600,,7659,
"20220930","S08000024",,"New Outpatient","Z9","d",74782,,69477,,52967,,5881,,723,,3443,,6463,
"20130331","S08000024",,"New Outpatient","Z9","d",73658,,72773,,58019,,9458,,776,,2452,,2068,
"20140331","S08000024",,"New Outpatient","Z9","d",77636,,77728,,62861,,9887,,664,,2799,,1517,
"20150331","S08000024",,"New Outpatient","Z9","d",78057,,76672,,60715,,11095,,939,,2677,,1246,
"20160331","S08000024",,"New Outpatient","Z9","d",80698,,79674,,61922,,12147,,1000,,2914,,1691,
"20170331","S08000024",,"New Outpatient","Z9","d",82207,,83900,,64499,,11529,,1309,,3837,,2726,
"20180331","S08000024",,"New Outpatient","Z9","d",82582,,82178,,60355,,10880,,2994,,3940,,4009,
"20190331","S08000024",,"New Outpatient","Z9","d",85301,,85403,,63139,,8797,,3684,,3896,,5887,
"20200331","S08000024",,"New Outpatient","Z9","d",69301,,76300,,55664,,7562,,1408,,3942,,7724,
"20210331","S08000024",,"New Outpatient","Z9","d",64555,,62598,,46053,,4939,,630,,2775,,8201,
"20220331","S08000024",,"New Outpatient","Z9","d",73037,,73133,,55138,,7292,,655,,3372,,6676,
"20121231","S08000024",,"New Outpatient","Z9","d",73660,,74781,,59570,,8445,,1015,,3172,,2579,
"20131231","S08000024",,"New Outpatient","Z9","d",76383,,77249,,61575,,10597,,641,,2738,,1698,
"20141231","S08000024",,"New Outpatient","Z9","d",78615,,79410,,62912,,11839,,778,,2633,,1248,
"20151231","S08000024",,"New Outpatient","Z9","d",80430,,83282,,64900,,12745,,951,,2954,,1732,
"20161231","S08000024",,"New Outpatient","Z9","d",77672,,78819,,60016,,11889,,1023,,3520,,2371,
"20171231","S08000024",,"New Outpatient","Z9","d",80847,,83366,,61429,,10367,,3338,,4196,,4036,
"20181231","S08000024",,"New Outpatient","Z9","d",82016,,83111,,60808,,10297,,3889,,3709,,4408,
