_id,QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberSeen,NumberSeenQF,WaitedOver12Weeks,WaitedOver12WeeksQF,Median,MedianQF,90thPercentile,90thPercentileQF
315,20200331,S08000024,"",New Outpatient,Z9,d,55664,"",16646,"",39,"",202,""
316,20210331,S08000024,"",New Outpatient,Z9,d,46053,"",12958,"",30,"",321,""
317,20220331,S08000024,"",New Outpatient,Z9,d,55138,"",16609,"",37,"",251,""
318,20121231,S08000024,"",New Outpatient,Z9,d,59570,"",6587,"",34,"",87,""
319,20131231,S08000024,"",New Outpatient,Z9,d,61575,"",8125,"",35,"",91,""
320,20141231,S08000024,"",New Outpatient,Z9,d,62912,"",7598,"",35,"",88,""
321,20151231,S08000024,"",New Outpatient,Z9,d,64900,"",11090,"",40,"",108,""
322,20161231,S08000024,"",New Outpatient,Z9,d,60016,"",13429,"",38,"",138,""
323,20171231,S08000024,"",New Outpatient,Z9,d,61429,"",15975,"",38,"",181,""
324,20181231,S08000024,"",New Outpatient,Z9,d,60808,"",17594,"",41,"",185,""
325,20191231,S08000024,"",New Outpatient,Z9,d,58931,"",16521,"",39,"",194,""
326,20201231,S08000024,"",New Outpatient,Z9,d,44580,"",12324,"",28,"",283.099999999999,""
327,20211231,S08000024,"",New Outpatient,Z9,d,55508,"",17721,"",39,"",273,""
328,20221231,S08000024,"",New Outpatient,Z9,d,55552,"",17333,"",35,"",272,""
329,20130630,S08000025,"",New Outpatient,Z9,d,906,"",15,"",27,"",69,""
330,20140630,S08000025,"",New Outpatient,Z9,d,979,"",91,"",34,"",83,""
331,20150630,S08000025,"",New Outpatient,Z9,d,987,"",119,"",30,"",94,""
332,20160630,S08000025,"",New Outpatient,Z9,d,1043,"",226,"",37,"",187,""
333,20170630,S08000025,"",New Outpatient,Z9,d,864,"",124,"",29,"",187.4,""
334,20180630,S08000025,"",New Outpatient,Z9,d,983,"",182,"",28,"",172,""
335,20190630,S08000025,"",New Outpatient,Z9,d,902,"",206,"",38.5,"",146,""
336,20200630,S08000025,"",New Outpatient,Z9,d,359,"",97,"",16,"",244.2,""
337,20210630,S08000025,"",New Outpatient,Z9,d,1121,"",145,"",26,"",109,""
338,20220630,S08000025,"",New Outpatient,Z9,d,984,"",264,"",26,"",198.7,""
339,20130930,S08000025,"",New Outpatient,Z9,d,997,"",46,"",29,"",77,""
340,20140930,S08000025,"",New Outpatient,Z9,d,1017,"",203,"",37,"",99.4,""
341,20150930,S08000025,"",New Outpatient,Z9,d,926,"",148,"",36.5,"",97,""
342,20160930,S08000025,"",New Outpatient,Z9,d,1060,"",216,"",29,"",147,""
343,20170930,S08000025,"",New Outpatient,Z9,d,817,"",112,"",26,"",147.4,""
344,20180930,S08000025,"",New Outpatient,Z9,d,979,"",234,"",34,"",278.2,""
345,20190930,S08000025,"",New Outpatient,Z9,d,1256,"",396,"",46,"",176,""
346,20200930,S08000025,"",New Outpatient,Z9,d,560,"",170,"",22.5,"",204.2,""
347,20210930,S08000025,"",New Outpatient,Z9,d,1048,"",208,"",25,"",316,""
348,20220930,S08000025,"",New Outpatient,Z9,d,1164,"",407,"",50,"",237,""
349,20130331,S08000025,"",New Outpatient,Z9,d,946,"",14,"",31,"",70,""
350,20140331,S08000025,"",New Outpatient,Z9,d,1083,"",79,"",34,"",78,""
351,20150331,S08000025,"",New Outpatient,Z9,d,1007,"",215,"",41,"",111.4,""
352,20160331,S08000025,"",New Outpatient,Z9,d,1009,"",163,"",36,"",126,""
353,20170331,S08000025,"",New Outpatient,Z9,d,1032,"",202,"",28,"",178.9,""
354,20180331,S08000025,"",New Outpatient,Z9,d,1021,"",178,"",34,"",193,""
355,20190331,S08000025,"",New Outpatient,Z9,d,1127,"",341,"",33,"",197,""
356,20200331,S08000025,"",New Outpatient,Z9,d,1078,"",184,"",28,"",106,""
357,20210331,S08000025,"",New Outpatient,Z9,d,1048,"",353,"",43,"",183.3,""
358,20220331,S08000025,"",New Outpatient,Z9,d,1234,"",402,"",42,"",220.7,""
359,20121231,S08000025,"",New Outpatient,Z9,d,935,"",15,"",29,"",66,""
360,20131231,S08000025,"",New Outpatient,Z9,d,940,"",5,"",31,"",74,""
361,20141231,S08000025,"",New Outpatient,Z9,d,935,"",154,"",31,"",98,""
362,20151231,S08000025,"",New Outpatient,Z9,d,874,"",151,"",32,"",119,""
363,20161231,S08000025,"",New Outpatient,Z9,d,891,"",182,"",28,"",160,""
364,20171231,S08000025,"",New Outpatient,Z9,d,1102,"",272,"",37,"",224.9,""
365,20181231,S08000025,"",New Outpatient,Z9,d,993,"",226,"",28,"",160.6,""
366,20191231,S08000025,"",New Outpatient,Z9,d,1276,"",289,"",33,"",154,""
367,20201231,S08000025,"",New Outpatient,Z9,d,781,"",249,"",28,"",239,""
368,20211231,S08000025,"",New Outpatient,Z9,d,1043,"",294,"",33,"",245.6,""
369,20221231,S08000025,"",New Outpatient,Z9,d,1015,"",306,"",33,"",180.6,""
370,20130630,S08000026,"",New Outpatient,Z9,d,1452,"",168,"",39,"",89,""
371,20140630,S08000026,"",New Outpatient,Z9,d,1352,"",59,"",36,"",77,""
372,20150630,S08000026,"",New Outpatient,Z9,d,1338,"",118,"",36.5,"",82.3,""
373,20160630,S08000026,"",New Outpatient,Z9,d,1221,"",144,"",44,"",91,""
374,20170630,S08000026,"",New Outpatient,Z9,d,1262,"",295,"",48,"",206.300000000001,""
375,20180630,S08000026,"",New Outpatient,Z9,d,1222,"",217,"",37,"",137,""
376,20190630,S08000026,"",New Outpatient,Z9,d,1276,"",253,"",37,"",146,""
377,20200630,S08000026,"",New Outpatient,Z9,d,396,"",107,"",19,"",120,""
378,20210630,S08000026,"",New Outpatient,Z9,d,1193,"",181,"",31,"",122,""
379,20220630,S08000026,"",New Outpatient,Z9,d,1179,"",207,"",34,"",107.2,""
380,20130930,S08000026,"",New Outpatient,Z9,d,1470,"",132,"",36,"",83,""
381,20140930,S08000026,"",New Outpatient,Z9,d,1461,"",112,"",34,"",82,""
382,20150930,S08000026,"",New Outpatient,Z9,d,1449,"",149,"",35,"",85,""
383,20160930,S08000026,"",New Outpatient,Z9,d,1228,"",223,"",44,"",122,""
384,20170930,S08000026,"",New Outpatient,Z9,d,1298,"",322,"",48,"",165,""
385,20180930,S08000026,"",New Outpatient,Z9,d,1199,"",276,"",46,"",159.2,""
386,20190930,S08000026,"",New Outpatient,Z9,d,1176,"",201,"",40,"",116,""
387,20200930,S08000026,"",New Outpatient,Z9,d,759,"",171,"",28,"",160,""
388,20210930,S08000026,"",New Outpatient,Z9,d,1286,"",318,"",42,"",183.5,""
389,20220930,S08000026,"",New Outpatient,Z9,d,1316,"",314,"",42,"",127.5,""
390,20130331,S08000026,"",New Outpatient,Z9,d,1158,"",97,"",34,"",83,""
391,20140331,S08000026,"",New Outpatient,Z9,d,1380,"",93,"",40.5,"",82.1000000000001,""
392,20150331,S08000026,"",New Outpatient,Z9,d,1106,"",130,"",35,"",95.5,""
393,20160331,S08000026,"",New Outpatient,Z9,d,1227,"",231,"",39,"",113.4,""
394,20170331,S08000026,"",New Outpatient,Z9,d,1041,"",245,"",42,"",117,""
395,20180331,S08000026,"",New Outpatient,Z9,d,1061,"",209,"",38,"",126,""
396,20190331,S08000026,"",New Outpatient,Z9,d,1150,"",258,"",38.5,"",176.3,""
397,20200331,S08000026,"",New Outpatient,Z9,d,1037,"",84,"",31,"",79,""
398,20210331,S08000026,"",New Outpatient,Z9,d,1072,"",264,"",36,"",321.599999999999,""
399,20220331,S08000026,"",New Outpatient,Z9,d,1158,"",221,"",37,"",108,""
400,20121231,S08000026,"",New Outpatient,Z9,d,1299,"",14,"",35,"",74,""
401,20131231,S08000026,"",New Outpatient,Z9,d,1236,"",156,"",35.5,"",92.5,""
402,20141231,S08000026,"",New Outpatient,Z9,d,1228,"",121,"",38,"",84,""
403,20151231,S08000026,"",New Outpatient,Z9,d,1237,"",214,"",38,"",106,""
404,20161231,S08000026,"",New Outpatient,Z9,d,1232,"",216,"",42,"",119.8,""
405,20171231,S08000026,"",New Outpatient,Z9,d,1097,"",270,"",36,"",131.8,""
406,20181231,S08000026,"",New Outpatient,Z9,d,1265,"",275,"",39,"",200,""
407,20191231,S08000026,"",New Outpatient,Z9,d,1286,"",218,"",36,"",109,""
408,20201231,S08000026,"",New Outpatient,Z9,d,988,"",135,"",26,"",132,""
409,20211231,S08000026,"",New Outpatient,Z9,d,1158,"",192,"",35,"",111.3,""
410,20221231,S08000026,"",New Outpatient,Z9,d,1164,"",235,"",40,"",120.4,""
411,20130630,S08000028,"",New Outpatient,Z9,d,1538,"",119,"",31,"",82,""
412,20140630,S08000028,"",New Outpatient,Z9,d,1955,"",247,"",34,"",94.6000000000001,""
413,20150630,S08000028,"",New Outpatient,Z9,d,1937,"",171,"",32,"",81,""
414,20160630,S08000028,"",New Outpatient,Z9,d,1762,"",186,"",31,"",86,""
415,20170630,S08000028,"",New Outpatient,Z9,d,1542,"",223,"",27,"",96,""
416,20180630,S08000028,"",New Outpatient,Z9,d,1433,"",170,"",26,"",92,""
417,20190630,S08000028,"",New Outpatient,Z9,d,1768,"",231,"",32,"",89,""
418,20200630,S08000028,"",New Outpatient,Z9,d,470,"",106,"",20,"",115,""
419,20210630,S08000028,"",New Outpatient,Z9,d,1552,"",298,"",22,"",134,""
420,20220630,S08000028,"",New Outpatient,Z9,d,1589,"",218,"",25,"",100,""
421,20130930,S08000028,"",New Outpatient,Z9,d,1702,"",154,"",25,"",82,""
422,20140930,S08000028,"",New Outpatient,Z9,d,1895,"",133,"",32,"",79,""
423,20150930,S08000028,"",New Outpatient,Z9,d,1699,"",166,"",32,"",84,""
424,20160930,S08000028,"",New Outpatient,Z9,d,1830,"",260,"",33,"",93,""
425,20170930,S08000028,"",New Outpatient,Z9,d,1621,"",416,"",40,"",118,""
426,20180930,S08000028,"",New Outpatient,Z9,d,1553,"",415,"",35,"",134,""
427,20190930,S08000028,"",New Outpatient,Z9,d,1785,"",172,"",25,"",84,""
428,20200930,S08000028,"",New Outpatient,Z9,d,1042,"",220,"",27,"",167.9,""
429,20210930,S08000028,"",New Outpatient,Z9,d,1554,"",205,"",23,"",102,""
430,20220930,S08000028,"",New Outpatient,Z9,d,1530,"",232,"",33,"",105,""
431,20130331,S08000028,"",New Outpatient,Z9,d,1471,"",234,"",35,"",104,""
432,20140331,S08000028,"",New Outpatient,Z9,d,1774,"",284,"",30,"",116.7,""
433,20150331,S08000028,"",New Outpatient,Z9,d,1772,"",210,"",35,"",89,""
434,20160331,S08000028,"",New Outpatient,Z9,d,1864,"",310,"",36,"",115,""
435,20170331,S08000028,"",New Outpatient,Z9,d,1595,"",131,"",27,"",79,""
436,20180331,S08000028,"",New Outpatient,Z9,d,1636,"",263,"",34,"",99.5,""
437,20190331,S08000028,"",New Outpatient,Z9,d,1550,"",317,"",42,"",109.1,""
438,20200331,S08000028,"",New Outpatient,Z9,d,1732,"",239,"",28,"",102,""
439,20210331,S08000028,"",New Outpatient,Z9,d,1329,"",312,"",27,"",149,""
440,20220331,S08000028,"",New Outpatient,Z9,d,1397,"",172,"",23,"",100,""
441,20121231,S08000028,"",New Outpatient,Z9,d,1476,"",122,"",29,"",78,""
442,20131231,S08000028,"",New Outpatient,Z9,d,1687,"",177,"",24,"",89.4000000000001,""
443,20141231,S08000028,"",New Outpatient,Z9,d,1614,"",122,"",32,"",79,""
444,20151231,S08000028,"",New Outpatient,Z9,d,1708,"",268,"",35,"",103,""
445,20161231,S08000028,"",New Outpatient,Z9,d,1683,"",174,"",33,"",86,""
446,20171231,S08000028,"",New Outpatient,Z9,d,1521,"",288,"",35,"",106,""
447,20181231,S08000028,"",New Outpatient,Z9,d,1640,"",373,"",31,"",122,""
448,20191231,S08000028,"",New Outpatient,Z9,d,1774,"",327,"",27,"",113,""
449,20201231,S08000028,"",New Outpatient,Z9,d,1153,"",239,"",26,"",242.4,""
450,20211231,S08000028,"",New Outpatient,Z9,d,1621,"",138,"",21,"",79,""
451,20221231,S08000028,"",New Outpatient,Z9,d,1491,"",182,"",35,"",100,""
452,20130630,S08000029,"",New Outpatient,Z9,d,21695,"",2173,"",35,"",85,""
453,20140630,S08000029,"",New Outpatient,Z9,d,20541,"",3285,"",41,"",95,""
454,20150630,S08000029,"",New Outpatient,Z9,d,21716,"",3795,"",41,"",106,""
455,20160630,S08000029,"",New Outpatient,Z9,d,22280,"",1631,"",31,"",83,""
456,20170630,S08000029,"",New Outpatient,Z9,d,19400,"",2272,"",35,"",90,""
457,20180630,S08000029,"",New Outpatient,Z9,d,23666,"",2719,"",36,"",90,""
458,20190630,S08000029,"",New Outpatient,Z9,d,22980,"",2118,"",36,"",84,""
459,20200630,S08000029,"",New Outpatient,Z9,d,6321,"",907,"",16,"",104,""
460,20210630,S08000029,"",New Outpatient,Z9,d,18666,"",6217,"",36,"",255,""
461,20220630,S08000029,"",New Outpatient,Z9,d,18374,"",4970,"",31,"",239,""
462,20130930,S08000029,"",New Outpatient,Z9,d,21586,"",2426,"",37,"",87,""
463,20140930,S08000029,"",New Outpatient,Z9,d,20552,"",4188,"",42,"",102,""
464,20150930,S08000029,"",New Outpatient,Z9,d,22126,"",3819,"",38,"",113,""
465,20160930,S08000029,"",New Outpatient,Z9,d,21030,"",2205,"",35,"",85,""
466,20170930,S08000029,"",New Outpatient,Z9,d,23122,"",2824,"",41,"",89,""
467,20180930,S08000029,"",New Outpatient,Z9,d,23335,"",3332,"",39,"",97,""
468,20190930,S08000029,"",New Outpatient,Z9,d,23624,"",3171,"",38,"",90,""
469,20200930,S08000029,"",New Outpatient,Z9,d,11235,"",2860,"",20,"",197,""
470,20210930,S08000029,"",New Outpatient,Z9,d,19632,"",6120,"",40,"",215,""
471,20220930,S08000029,"",New Outpatient,Z9,d,18847,"",5348,"",34,"",254,""
472,20130331,S08000029,"",New Outpatient,Z9,d,20612,"",2573,"",34,"",91,""
473,20140331,S08000029,"",New Outpatient,Z9,d,19819,"",2280,"",40,"",88,""
474,20150331,S08000029,"",New Outpatient,Z9,d,21792,"",5254,"",42,"",119,""
475,20160331,S08000029,"",New Outpatient,Z9,d,21648,"",2343,"",31,"",87,""
476,20170331,S08000029,"",New Outpatient,Z9,d,19312,"",2116,"",36,"",87,""
477,20180331,S08000029,"",New Outpatient,Z9,d,22723,"",2947,"",40,"",91,""
478,20190331,S08000029,"",New Outpatient,Z9,d,23497,"",3626,"",37,"",96,""
479,20200331,S08000029,"",New Outpatient,Z9,d,20672,"",3548,"",40,"",94,""
480,20210331,S08000029,"",New Outpatient,Z9,d,13512,"",3408,"",24,"",187,""
481,20220331,S08000029,"",New Outpatient,Z9,d,18454,"",5356,"",30,"",225,""
482,20121231,S08000029,"",New Outpatient,Z9,d,20876,"",1838,"",32,"",83,""
483,20131231,S08000029,"",New Outpatient,Z9,d,21446,"",2144,"",37,"",84,""
484,20141231,S08000029,"",New Outpatient,Z9,d,21408,"",4472,"",41,"",116,""
485,20151231,S08000029,"",New Outpatient,Z9,d,22375,"",4564,"",36,"",122,""
486,20161231,S08000029,"",New Outpatient,Z9,d,19223,"",2070,"",36,"",86,""
487,20171231,S08000029,"",New Outpatient,Z9,d,23071,"",2539,"",38,"",87,""
488,20181231,S08000029,"",New Outpatient,Z9,d,22735,"",2965,"",37,"",91,""
489,20191231,S08000029,"",New Outpatient,Z9,d,22088,"",3890,"",41,"",97,""
490,20201231,S08000029,"",New Outpatient,Z9,d,15014,"",4292,"",28,"",246,""
491,20211231,S08000029,"",New Outpatient,Z9,d,18953,"",6302,"",37,"",214,""
492,20221231,S08000029,"",New Outpatient,Z9,d,19166,"",6119,"",36,"",246,""
493,20130630,S08000030,"",New Outpatient,Z9,d,33241,"",1766,"",32,"",79,""
494,20140630,S08000030,"",New Outpatient,Z9,d,34128,"",2330,"",34,"",82,""
495,20150630,S08000030,"",New Outpatient,Z9,d,32269,"",3382,"",33,"",86,""
496,20160630,S08000030,"",New Outpatient,Z9,d,32087,"",4684,"",34,"",96,""
497,20170630,S08000030,"",New Outpatient,Z9,d,,:,,:,,:,,:
498,20180630,S08000030,"",New Outpatient,Z9,d,,:,,:,,:,,:
499,20190630,S08000030,"",New Outpatient,Z9,d,31704,"",8343,"",35,"",190,""
500,20200630,S08000030,"",New Outpatient,Z9,d,14255,"",4309,"",20,"",175,""
501,20210630,S08000030,"",New Outpatient,Z9,d,25003,"",5286,"",29,"",196,""
502,20220630,S08000030,"",New Outpatient,Z9,d,23196,"",5562,"",35,"",178,""
503,20130930,S08000030,"",New Outpatient,Z9,d,33792,"",2232,"",33,"",82,""
504,20140930,S08000030,"",New Outpatient,Z9,d,33564,"",3682,"",35,"",86,""
505,20150930,S08000030,"",New Outpatient,Z9,d,32563,"",5047,"",36,"",111,""
506,20160930,S08000030,"",New Outpatient,Z9,d,31394,"",5504,"",35,"",111,""
507,20170930,S08000030,"",New Outpatient,Z9,d,,:,,:,,:,,:
508,20180930,S08000030,"",New Outpatient,Z9,d,,:,,:,,:,,:
509,20190930,S08000030,"",New Outpatient,Z9,d,32092,"",9614,"",37,"",209,""
510,20200930,S08000030,"",New Outpatient,Z9,d,19209,"",4897,"",17,"",198,""
511,20210930,S08000030,"",New Outpatient,Z9,d,22380,"",4592,"",32,"",148,""
512,20220930,S08000030,"",New Outpatient,Z9,d,21828,"",6160,"",38,"",190,""
513,20130331,S08000030,"",New Outpatient,Z9,d,33196,"",2053,"",34,"",81,""
514,20140331,S08000030,"",New Outpatient,Z9,d,34814,"",2227,"",33,"",82,""
515,20150331,S08000030,"",New Outpatient,Z9,d,32698,"",4338,"",35,"",94,""
516,20160331,S08000030,"",New Outpatient,Z9,d,33960,"",5783,"",36,"",106,""
517,20170331,S08000030,"",New Outpatient,Z9,d,32273,"",6335,"",37,"",122,""
518,20180331,S08000030,"",New Outpatient,Z9,d,,:,,:,,:,,:
519,20190331,S08000030,"",New Outpatient,Z9,d,32091,"",8609,"",35,"",194,""
520,20200331,S08000030,"",New Outpatient,Z9,d,28713,"",8887,"",37,"",186,""
521,20210331,S08000030,"",New Outpatient,Z9,d,22005,"",6134,"",30,"",237.600000000002,""
522,20220331,S08000030,"",New Outpatient,Z9,d,23602,"",6329,"",42,"",179,""
523,20121231,S08000030,"",New Outpatient,Z9,d,33060,"",2050,"",34,"",82,""
524,20131231,S08000030,"",New Outpatient,Z9,d,33266,"",2157,"",34,"",82,""
525,20141231,S08000030,"",New Outpatient,Z9,d,32693,"",3856,"",34,"",90,""
526,20151231,S08000030,"",New Outpatient,Z9,d,33570,"",6573,"",37,"",121,""
527,20161231,S08000030,"",New Outpatient,Z9,d,30936,"",6422,"",37,"",128,""
528,20171231,S08000030,"",New Outpatient,Z9,d,,:,,:,,:,,:
529,20181231,S08000030,"",New Outpatient,Z9,d,,:,,:,,:,,:
530,20191231,S08000030,"",New Outpatient,Z9,d,32209,"",9967,"",40,"",209,""
531,20201231,S08000030,"",New Outpatient,Z9,d,21858,"",5110,"",26,"",272,""
532,20211231,S08000030,"",New Outpatient,Z9,d,24319,"",6062,"",35,"",164,""
533,20221231,S08000030,"",New Outpatient,Z9,d,23123,"",7465,"",38,"",225,""
534,20130630,S08000031,"",New Outpatient,Z9,d,86679,"",9,"",40,"",69,""
535,20140630,S08000031,"",New Outpatient,Z9,d,103397,"",189,"",44,"",70,""
536,20150630,S08000031,"",New Outpatient,Z9,d,99650,"",718,"",45,"",74,""
537,20160630,S08000031,"",New Outpatient,Z9,d,101064,"",2869,"",45,"",77,""
538,20170630,S08000031,"",New Outpatient,Z9,d,91620,"",16179,"",44,"",115,""
539,20180630,S08000031,"",New Outpatient,Z9,d,100976,"",21683,"",42,"",158,""
540,20190630,S08000031,"",New Outpatient,Z9,d,94112,"",16886,"",38,"",162,""
541,20200630,S08000031,"",New Outpatient,Z9,d,32550,"",6965,"",13,"",132,""
542,20210630,S08000031,"",New Outpatient,Z9,d,70731,"",18158,"",30,"",238,""
543,20220630,S08000031,"",New Outpatient,Z9,d,79664,"",26034,"",41,"",304,""
544,20130930,S08000031,"",New Outpatient,Z9,d,93677,"",56,"",44,"",70,""
545,20140930,S08000031,"",New Outpatient,Z9,d,104184,"",835,"",48,"",73,""
546,20150930,S08000031,"",New Outpatient,Z9,d,101209,"",2081,"",50,"",78,""
547,20160930,S08000031,"",New Outpatient,Z9,d,100361,"",9031,"",52,"",84,""
548,20170930,S08000031,"",New Outpatient,Z9,d,94366,"",22718,"",47,"",139,""
549,20180930,S08000031,"",New Outpatient,Z9,d,95987,"",21031,"",43,"",150,""
550,20190930,S08000031,"",New Outpatient,Z9,d,96008,"",19736,"",42,"",161,""
551,20200930,S08000031,"",New Outpatient,Z9,d,50471,"",12856,"",18,"",194,""
552,20210930,S08000031,"",New Outpatient,Z9,d,74141,"",22494,"",38,"",258,""
553,20220930,S08000031,"",New Outpatient,Z9,d,82949,"",29669,"",44,"",323,""
554,20130331,S08000031,"",New Outpatient,Z9,d,85500,"",6,"",37,"",69,""
555,20140331,S08000031,"",New Outpatient,Z9,d,102219,"",105,"",43,"",70,""
556,20150331,S08000031,"",New Outpatient,Z9,d,101948,"",932,"",45,"",75,""
557,20160331,S08000031,"",New Outpatient,Z9,d,104130,"",4642,"",47,"",80,""
558,20170331,S08000031,"",New Outpatient,Z9,d,102039,"",16438,"",49,"",112,""
559,20180331,S08000031,"",New Outpatient,Z9,d,96860,"",22536,"",43,"",162,""
560,20190331,S08000031,"",New Outpatient,Z9,d,99164,"",20068,"",40,"",162,""
561,20200331,S08000031,"",New Outpatient,Z9,d,87788,"",17186,"",38,"",154,""
562,20210331,S08000031,"",New Outpatient,Z9,d,71435,"",23282,"",34,"",343,""
563,20220331,S08000031,"",New Outpatient,Z9,d,83330,"",29692,"",43,"",293,""
564,20121231,S08000031,"",New Outpatient,Z9,d,89834,"",0,"",39,"",69,""
565,20131231,S08000031,"",New Outpatient,Z9,d,102082,"",222,"",45,"",70,""
566,20141231,S08000031,"",New Outpatient,Z9,d,102772,"",855,"",46,"",75,""
567,20151231,S08000031,"",New Outpatient,Z9,d,103791,"",3329,"",48,"",79,""
568,20161231,S08000031,"",New Outpatient,Z9,d,99996,"",11543,"",50,"",93,""
569,20171231,S08000031,"",New Outpatient,Z9,d,98540,"",24509,"",45,"",153,""
570,20181231,S08000031,"",New Outpatient,Z9,d,99001,"",20525,"",41,"",155,""
571,20191231,S08000031,"",New Outpatient,Z9,d,98403,"",19133,"",41,"",160,""
572,20201231,S08000031,"",New Outpatient,Z9,d,63198,"",18858,"",28,"",278,""
573,20211231,S08000031,"",New Outpatient,Z9,d,78605,"",25702,"",39,"",266,""
574,20221231,S08000031,"",New Outpatient,Z9,d,83127,"",31384,"",48,"",335,""
575,20130630,S08000032,"",New Outpatient,Z9,d,32692,"",1271,"",48,"",83,""
576,20140630,S08000032,"",New Outpatient,Z9,d,34327,"",2408,"",52,"",84,""
577,20150630,S08000032,"",New Outpatient,Z9,d,32356,"",5395,"",50,"",95,""
578,20160630,S08000032,"",New Outpatient,Z9,d,32794,"",3202,"",45,"",84,""
579,20170630,S08000032,"",New Outpatient,Z9,d,29905,"",7049,"",44,"",141,""
580,20180630,S08000032,"",New Outpatient,Z9,d,33012,"",4887,"",42,"",104,""
581,20190630,S08000032,"",New Outpatient,Z9,d,36141,"",4759,"",38,"",97,""
582,20200630,S08000032,"",New Outpatient,Z9,d,7876,"",2264,"",30,"",125,""
583,20210630,S08000032,"",New Outpatient,Z9,d,24890,"",6672,"",37,"",254,""
584,20220630,S08000032,"",New Outpatient,Z9,d,25280,"",8649,"",49,"",252,""
585,20130930,S08000032,"",New Outpatient,Z9,d,33011,"",2044,"",55,"",84,""
586,20140930,S08000032,"",New Outpatient,Z9,d,33899,"",2961,"",56,"",84,""
587,20150930,S08000032,"",New Outpatient,Z9,d,32888,"",5832,"",55,"",104,""
588,20160930,S08000032,"",New Outpatient,Z9,d,31217,"",5506,"",50,"",105,""
589,20170930,S08000032,"",New Outpatient,Z9,d,31795,"",9286,"",50,"",170,""
590,20180930,S08000032,"",New Outpatient,Z9,d,33760,"",5929,"",45,"",120,""
591,20190930,S08000032,"",New Outpatient,Z9,d,36126,"",5556,"",42,"",110,""
592,20200930,S08000032,"",New Outpatient,Z9,d,13097,"",4018,"",33,"",183,""
593,20210930,S08000032,"",New Outpatient,Z9,d,26967,"",10920,"",57,"",240,""
594,20220930,S08000032,"",New Outpatient,Z9,d,26971,"",10035,"",57,"",277,""
595,20130331,S08000032,"",New Outpatient,Z9,d,31579,"",1206,"",49,"",84,""
596,20140331,S08000032,"",New Outpatient,Z9,d,33853,"",2834,"",51,"",84,""
597,20150331,S08000032,"",New Outpatient,Z9,d,33520,"",4507,"",53,"",94,""
598,20160331,S08000032,"",New Outpatient,Z9,d,35618,"",6294,"",51,"",105,""
599,20170331,S08000032,"",New Outpatient,Z9,d,35730,"",11916,"",61,"",165,""
